tag,tag_cn
public vibrator,公共振动器
hoshinoumi academy uniform,Hoshinoumi学院制服
ukiyo-e,ukiyo-e
shamisen,三叶草
ak-12,AK-12
bouncing,弹跳
latin text,拉丁文字
food on clothes,衣服上的食物
cloud hair ornament,云发饰
starry sky bright (idolmaster),星空明亮（偶像崇拜者）
laser sight,激光瞄准器
multiple anal,多肛门
single tear,单泪
fruit hat ornament,水果帽装饰
star censor,明星审查员
finnish text,芬兰文字
multicolored coat,多色外套
dildo under clothes,假阳具在衣服下
eagle union (emblem),Eagle Union（Emblem）
avalon (fate/stay night),阿瓦隆（命运/逗留之夜）
pitchfork,叉
side-tie dress,侧面连衣裙
oxygen mask,氧气面罩
purple cloak,紫色斗篷
uneven footwear,不均匀的鞋类
food as clothes,食物作为衣服
nihongami,Nihongami
salt shaker,盐摇摇
orange sclera,橙色巩膜
dragunov svd,Dragunov SVD
on water,在水上
gun on back,向后开枪
missing eye,失踪的眼睛
white devil,白魔鬼
table tennis,乒乓球
dog hood,狗兜帽
flower choker,花酱
carnation,康乃馨
pegasus wings,飞马翼
backwards virgin killer sweater,向后处女杀手毛衣
bear paws,熊爪
flood,洪水
snort,打sn
rough time school (idolmaster),艰难的时间学校（偶像崇拜者）
shinigami,Shinigami
holding drumsticks,握住鼓槌
off-shoulder one-piece swimsuit,露肩的一件泳衣
ring necklace,环项链
in bottle,在瓶中
skateboarding,滑板运动
dishes,菜
hina ningyou,Hina Ningyou
kourindou,库尔通
long hoodie,长连帽衫
peplos,peplos
torn bra,撕裂的胸罩
evil eyes,邪恶的眼睛
contortion,扭曲
translucent bunnysuit,半透明的Bunnysuit
hands on own knee,膝盖
male swimwear challenge,男性泳衣挑战
boutonniere,Boutonniere
gold saint,黄金圣人
piglet,小猪
team galactic,银河队
team magma uniform,团队岩浆制服
boxing ring,拳赛场地
gradient horns,渐变角
pink sarong,粉红色的围裙
shot glass,酒杯
aqua pantyhose,Aqua Pantyhose
alter servant,改变仆人
pantyhose removed,连裤袜取出
originium (arknights),原产地（Arknights）
lace-trimmed choker,蕾丝饰物螺丝蛋糕
flower on liquid,花在液体上
holding spatula,握住铲子
gensokyo,Gensokyo
star of life,生命之星
ribbon-trimmed bikini,丝带修剪比基尼
camouflage skirt,迷彩裙子
wrapped up,包起来
flaming skull,燃烧的头骨
typing,打字
pig tail,猪的尾巴
pegging,固定
sukajan,Sukajan
monado,莫纳多
hand under skirt,手下裙子
shiny footwear,闪亮的鞋类
glove in mouth,嘴里手套
cross-laced cutout,交叉切口
holding spring onion,抱着春洋葱
long beard,长胡须
tropical,热带
saiyan,赛亚
jiaozi,牛济
poker table,扑克表
blood drip,血液滴
resting,休息
canyon,峡谷
flamingo,火烈鸟
an-94,AN-94
victory pose,胜利姿势
just as planned (meme),按计划（模因）
chocolate syrup,巧克力酱
anya's heh face (meme),安雅的脸（模因）
triad primus (idolmaster),三合会Primus（Idolmaster）
lace-trimmed garter belt,蕾丝修剪的吊袜带
henshin pose,Henshin姿势
symphogear pendant,交响曲吊坠
falcon,鹘
pinstripe vest,细条纹背心
u.a. gym uniform,英国健身房制服
nuzzle,nuzzle
grandfather and grandson,祖父和孙子
knot,结
mihama junior high school uniform,Mihama初中校服
go back!,回去！
red sun,红日
hogtie,霍格蒂
crosier,Crosier
stuffed lion,塞满狮子
toque blanche,Toque Blanche
japanese tankery league (emblem),日本油轮联盟（标志）
playstation 4,PlayStation 4
super smashing summer vacation (umamusume),超级粉碎暑假（乌姆穆斯）
revealing layer,揭示层
decora,Decora
cow hood,牛头罩
book holster,书皮套
sakura mochi,Sakura Mochi
black tea,红茶
flying nimbus,飞行的nimbus
tight top,紧紧的顶部
red panda ears,红熊猫耳朵
cross-laced slit,交叉缝隙
between labia,阴唇之间
sparkle hair ornament,闪闪发光的发饰
ostrich,鸵鸟
bag over head,袋子头
framed image,框架图像
easy chair,简单的椅子
ground shatter,地面破碎
pillory,小攻击
machete,砍刀
floating head,漂浮的头
scrape,刮
shinkon santaku,Shinkon Santaku
subway,地铁
face grab,面对面
putting on jewelry,穿珠宝
cutoff jeans,截止牛仔裤
historical event,历史事件
autoarousal,自发
changing clothes,换衣服
necktie between pectorals,胸部之间的领带
ant,蚂蚁
chestnut,板栗
power item (touhou),电力项目（touhou）
sweater tucked in,毛衣藏在里面
ribbon-trimmed gloves,带状的手套
untied bra,未绑的胸罩
single bridal gauntlet,单一新娘手套
famicom,Famicom
knitting needle,织针
nigirizushi,nigirizushi
blue male swimwear,蓝色男性泳衣
animal hair ornament,动物发饰
snake earrings,蛇耳环
spiked knuckles,尖刺的指关节
machine pistol,机器手枪
slippers removed,拖鞋被拆除
lolidom,lolidom
purple robe,紫色长袍
crosshair pupils,十字准学生
orange one-piece swimsuit,橙色的一件泳衣
underwear writing,内衣写作
fighting game,格斗游戏
heian,海安
stirring,搅拌
komatsuzaki rui (style),Komatsuzaki Rui（风格）
black tube top,黑管顶
neck flower,脖子花
white leggings,白色绑腿
iridescent,虹彩
toyota,丰田
swimsuit lift,泳衣拉起
st. michael's school uniform,英石。迈克尔的校服
book on lap,关于膝盖的书
seal impression,密封印象
leaning on table,靠在桌子上
sailboat,帆船
spire,尖塔
tickle torture,发痒的酷刑
tentacle grab,触手抓取
earth eleven,地球十一
towel around waist,腰部毛巾
stitched leg,缝制的腿
girly boy,少女男孩
iron blood (emblem),铁血（标志）
underground,地下
broken mask,破碎的面具
caution,警告
hook hand,钩手
tossing,扔
hymen,处女膜
wooden spoon,木勺子
ninjatou,忍者
hippopotamus ears,河马耳朵
rivalry,对抗
turntable,转盘
shoulder belt,肩带
condom left inside,避孕套留在里面
wrists extended,手腕延伸
mini flag,迷你国旗
deviantart logo,DeviantArt徽标
sanshuu middle school uniform,sanshuu中学校服
hand on ground,将地面交给
narutomaki,鼻瘤
balance scale,平衡尺度
praying mantis,祈祷螳螂
penis piercing,阴茎刺穿
clitoris ring,阴蒂环
h&k g11,H＆K G11
keyring,钥匙圈
meteor shower,流星雨
sculpture,雕塑
housewife,家庭主妇
kagamine rin (cosplay),kagamine rin（角色扮演）
papercraft (medium),纸船（媒介）
keytar,keytar
gainaxtop,Gainaxtop
shell earrings,壳耳环
beehive hairdo,蜂巢发型
in bag,在袋子里
snow on head,头上下雪
tail fin,尾鳍
hand on own crotch,on
beige coat,米色外套
vertical-striped jacket,垂直条纹夹克
pokedex,pokedex
engine,引擎
hotel room,旅馆房间
lego,乐高
purple sarong,紫色围裙
breasts on tray,托盘上的乳房
spool,线轴
dolphin hair ornament,海豚发饰
destroyer,驱逐舰
holding scepter,握住权杖
locket,小盒
racetrack,赛马场
nakai (waitress),纳凯（女服务员）
cocktail umbrella,鸡尾酒雨伞
washbowl,洗碗
sentai,Sentai
holding creature,持有生物
cross-laced bikini,十字形比基尼
lemon print,柠檬印刷
animal around neck,脖子周围的动物
irony,讽刺
driver (kamen rider),驾驶员（kamen骑手）
welding mask,焊接面具
bunny slippers,兔子拖鞋
pullover,套衫
hand focus,手重点
hand on railing,手上的栏杆
lowleg pantyhose,Lowleg Pantyhose
spirit blossom (league of legends),Spirit Blossom（英雄联盟）
zouni soup,Zouni汤
blood elf (warcraft),血精灵（魔兽）
m4 sopmod ii,M4 Sopmod II
bunk bed,双层床
padded coat,衬垫外套
glowing mouth,发光的嘴
staff of homa (genshin impact),HOMA的工作人员（Genshin Impact）
coin on string,弦上的硬币
fart,屁
vanripper (style),范望手（样式）
spoken expression,口语表达
foot on head,脚踩头
green bandana,绿色头巾
oil lamp,油灯
advanced nurturing high school uniform,高级培养高中校服
miki sayaka (cosplay),Miki Sayaka（角色扮演）
mask over one eye,面具
giraffe print,长颈鹿印花
grey male underwear,灰色男性内衣
scientist,科学家
sock dangle,袜子悬挂
sandstar,Sandstar
acronym,缩写
snowball fight,雪球大战
koala,考拉
casino card table,赌场卡桌
battery,电池
dynamite,炸药
arm cutout,手臂切口
bear paw hammer,熊爪锤
smelling flower,闻到花
wainscoting,壁板
striped pajamas,条纹睡衣
faceoff,对峙
iced latte with breast milk (meme),冰拿铁与母乳（模因）
green ascot,绿色的阿斯科特
vibrator in thigh strap,振动器
large buttons,大按钮
wringing skirt,拧紧裙子
pinecone,松果
hyena ears,鬣狗耳朵
gift wrapping,礼品包装
tenugui,Tenugui
clothed bath,衣服浴
anzio (emblem),anzio（标志）
heavenly boat maanna,天堂船Maanna
snow halation,降雪
penis measuring,阴茎测量
american football uniform,美式足球制服
chimame-tai,chimame-tai
skeletal arm,骨骼臂
aqua lips,嘴唇
shooting glasses,射击眼镜
board eraser,板橡皮擦
egg yolk,蛋黄
lizardman,蜥蜴人
tailjob,尾job
removing eyewear,去除眼镜
alternate footwear,替代鞋类
butterfly-shaped pupils,蝴蝶形学生
green jumpsuit,绿色连身裤
print apron,打印围裙
axent wear,斧头磨损
spread armpit,传播腋窝
tied to chair,绑在椅子上
mixed-language text,混合语言文字
dress shoes,礼服鞋
russian clothes,俄罗斯的衣服
quad braids,四辫子
bicycle helmet,自行车头盔
2011 sendai earthquake and tsunami,2011年仙台地震和海啸
running bond,运行纽带
roller coaster,过山车
kuoh academy school uniform,Kuoh Academy学校制服
mane,鬃毛
blue nipples,蓝色乳头
vintage microphone,复古麦克风
socks over pantyhose,连衣裙上的袜子
studded garter belt,钉吊袜带
holding marker,保持标记
shorts under shorts,短裤
penis on pussy,阴茎上的猫
hot air balloon,热气球
eargasm,耳朵
creamer (vessel),奶精（船只）
brain freeze,大脑冻结
cicada,蝉
shrine bell,神社
catfight,战斗
clash,冲突
metal gloves,金属手套
torn kimono,撕裂和服
green armor,绿色盔甲
dynamic pose,动态姿势
sail,帆
chiton,奇顿
m1903 springfield,M1903斯普林菲尔德
detonator,雷管
camping,野营
cat panties,猫内裤
oiran,Oiran
horizontal bar,单杠
science,科学
charging forward,向前冲
spork,刺
cool & sexy (idolmaster),酷与性感（偶像崇拜者）
banana boat,香蕉船
green sky,绿色的天空
shaved head,剃光头
sledgehammer,大锤
greek text,希腊文字
caterpillar,毛虫
wet pantyhose,湿的连裤袜
food between breasts,乳房之间的食物
brown mittens,棕色手套
winking (animated),眨眼（动画）
facebook logo,Facebook徽标
placard,标语牌
waiting,等待
torn bodystocking,撕裂的身体sto锁
menpoo,Menpoo
block,堵塞
latex boots,乳胶靴子
furniture,家具
puffy chest,蓬松的胸部
cupping hand,拔罐手
crash,碰撞
nest,巢
balaclava,巴拉克拉瓦
tokyo tower,东京塔
wall-eyed,墙壁
sewing pin,缝纫别针
undone neckerchief,撤消脖子
multicolored capelet,彩色帽子
panties in mouth,嘴里的内裤
buster shirt,克星衬衫
imitating,模仿
rejection,拒绝
fishnet sleeves,渔网袖
glass door,玻璃门
savannah,萨凡纳
snapping fingers,咬手指
wetland,湿地
hands on legs,双腿
bad end precure,不好的结局
holding skirt,抱着裙子
m14,M14
pincushion,棋子
wet face,湿面
kimono removed,和服去除
bola (weapon),Bola（武器）
gyaruo,Gyaruo
great ball,伟大的球
conch,海螺
stamp mark,邮票标记
cutlass (sword),剑术（剑）
push-ups,俯卧撑
panties on penis,阴茎上的内裤
holding bone,握骨
heart hair bun,心发bun
tawawa challenge,塔瓦瓦挑战
arm over shoulder,肩膀上肩膀
tied sleeves,绑扎袖子
text in eyes,在眼睛中发短信
no headgear,没有头饰
sword print,剑打印
monocle chain,单镜链
shield print,盾牌打印
eyebrows visible through hat,通过帽子可见的眉毛
tsuruga school uniform,Tsuruga校服
deal with it (meme),处理它（模因）
wrist flower,腕花
hands on floor,双手在地板上
western comics (style),西方漫画（风格）
st. lucia academy school uniform,英石。露西亚学院学校的校服
hatching,孵化
censored food,审查的食物
ouendan,Ouendan
paradeus,Paradeus
cannibalism,食人族
marionette,木偶
anchor ornament,锚点装饰
scar on hand,手头的疤痕
cunnilingus through clothes,Cunnilingus穿过衣服
kiss day,亲吻日
multiple hat bows,多帽弓
vertical-striped gloves,垂直条纹手套
white bandana,白色头巾
ability card (touhou),能力卡（Touhou）
monkey boy,猴子男孩
green collar,绿领
pony,小马
tile roof,瓷砖屋顶
diary,日记
captured,被捕获
beige pants,米色裤子
grenade hair ornament,手榴弹发饰
traffic mirror,交通镜
gibson les paul,吉布森·莱斯·保罗（Gibson Les Paul）
dark orb (madoka magica),深色球（Madoka Magica）
aqua one-piece swimsuit,Aqua一件泳衣
crumpled paper,皱巴巴的纸
purple headband,紫色头带
doppelganger,doppelganger
longcat (meme),朗猫（模因）
holding suitcase,握住手提箱
text censor,文本审查员
stealth masturbation,隐形手淫
underskirt,衬裙
head steam,头蒸
baking sheet,烤盘
knocking,敲门
orange horns,橙色的角
joker (card),小丑（卡）
vest over shirt,背心衬衫
mortar,砂浆
grandfather clock,祖父时钟
shelf bra,架子胸罩
pink feathers,粉红色的羽毛
long scarf,长围巾
reisen udongein inaba (cosplay),Reisen udongein inaba（cosplay）
hedge,树篱
nabe,纳贝
pokemon on arm,胳膊上的口袋妖怪
spiked penis,尖刺的阴茎
handrail,扶手
holding bird,抱着鸟
hanged,吊死
head on table,头上
floating headgear,浮动头饰
smash invitation,击败邀请
purple border,紫色边界
shin strap,胫骨皮带
between buttocks,在臀部之间
yellow lips,黄色的嘴唇
swing set,秋千椅
dildo under panties,假阳具在内裤下
color drain,颜色排水
loading screen,加载屏幕
money gesture,金钱手势
injection,注射
white jumpsuit,白色连身裤
swirl,漩涡
glass writing,玻璃写作
single-shoulder dress,单肩连衣裙
adjusting goggles,调整护目镜
holding plant,持有植物
lipps (idolmaster),lipps（偶像崇拜者）
heart eyepatch,心眼戏
zipper dress,拉链连衣裙
koban (gold),Koban（黄金）
right-to-left comic,左右漫画
holding another's head,握住他人的头
safety glasses,护目镜
laces,鞋带
braces,牙套
buckler,巴克勒
captive bead ring,圈养的珠戒指
diamond clan outfit,钻石氏族服装
red bandeau,红色bandeau
carriage,运输
shattered,破碎了
pixiv logo,Pixiv徽标
factory,工厂
eyes in shadow,眼睛在阴影中
putting on shoes,穿鞋
hand fan writing,手风扇写作
nightstand,床头柜
bucket of water,一桶水
tedeza rize's school uniform,Tedeza Rize的校服
dying message,垂死的消息
fanning crotch,扇形裤
red shawl,红披肩
miku day,Miku Day
grey cat,灰猫
wrist cutting,手腕切割
goose,鹅
despair,绝望
holding crossbow,握住cross
splat roller (splatoon),SPLAT滚子（Splatoon）
flower bed,花床
bust measuring,胸围测量
hair scarf,头发围巾
naked belt,裸皮带
saishi,saishi
ear down,耳朵
gym challenge uniform,健身挑战制服
garnish,装饰
bucket on head,头上的水桶
alternate muscle size,替代肌肉大小
pinky ring,小指戒指
smelling penis,闻到阴茎
artoria pendragon (lancer alter) (royal icing) (fate) (cosplay),Artoria Pendragon（Lancer Alter）（皇家结冰）（命运）（角色扮演）
luger p08,卢格P08
cub,幼兽
black sarong,黑色围裙
aqua vest,水上背心
blue hawaii,蓝色夏威夷
prince,王子
ballistic shield,弹道盾
my dear vampire (idolmaster),我亲爱的吸血鬼（偶像崇拜者）
white tube top,白管顶
ea (fate/stay night),ea（命运/逗留之夜）
palette swap,调色板交换
striped pillow,条纹枕头
mortarboard,砂浆板
test,测试
noise,噪音
furious,狂怒
print eyepatch,打印眼镜
holding rope,握住绳子
spraying,喷涂
bluebird,蓝鸟
kochiya sanae (cosplay),高知萨（Cosplay）
ski goggles,滑雪镜
eye print,眼睛印刷
too many sex toys,性玩具太多
yoga,瑜伽
lifeguard,救生员
jiangshi costume,江西服装
kiwi slice,猕猴桃片
hand on hand,手头
face between breasts,乳房之间的脸
